"MEXICHEM SAB de CV"," 							Juan&nbsp;del Valle Perochena",44,2011,"                                 Chairman of the Board"," 					 							Eng. Juan Pablo del Valle Perochena serves as Chairman of the Board of Mexichem, S.A.B. de C.V. since April 14, 2011. He has been on the Company's Board since 2002. He has also worked at Telefonos de Mexico and Grupo Empresarila Kaluz and he is experienced in merger and acquisitions and in the real state estate sector. Moreover, he acts as Board Member of Mexalit SA de CV, Banco Ve Por Mas SA de CV and Pochteca Materias Primas SA de CV. He holds a degree in Industrial Engineering from Universidad Anahuac and a Masters degree in Business Administration from the Harvard University."
"MEXICHEM SAB de CV"," 							Divo&nbsp;Milan Haddad",60,2003,"                                 Independent Director"," 					 							Mr. Divo Milan Haddad serves as Independent Director of Mexichem, S.A.B. de C.V. since 2003. He also acts as Member of the Audit and Corporate Practices Committees of the Company. He also serves as Director General of CIN Group, Strategic Research, Pro-Invest, Promotora Eco Electronic Commerce Services, DAB-Invest and Dimmag. He has served as Chairman of the Board of Directors of the following companies: Inmobiliaria del Norte, CIN Group, Pro-Invest (Commercial Real Estate), Plus Thousand (Residential Real Estate), Circulo de Credito (Risk Rating), Circle Labor (Labor Data Base ) and Group Aradam. He has served as Member of the Boards of Directors of the following companies: New Dawn Mining, netcapital (School of Technology), Mexichem, SAB de C.V., Banco Ve por Mas, S.A. de CV, Grupo Financiero Ve por Mas, S.A. de C.V., Elementia, S.A. de C.V. Foundation trustee of Child Support Centre Region, Juarez Hospital of Mexico and Save the Children Mexico. He holds a degree in Law from Universidad Iberoamericana and Master's degree in Administration from Universidad Iberoamericana."
"MEXICHEM SAB de CV"," 							Guillermo&nbsp;Ortiz Martinez",69,2010,"                                 Independent Director"," 					 							Dr. Guillermo Ortiz Martinez serves as Independent Director of Mexichem, S.A.B. de C.V. since 2010. He has also served as Chairman of the Board of Directors of Banco Mercantil del Norte SA and Ixe Grupo Financiero SAB de CV, as well as Independent Board Member of Grupo Aeroportuario del Sureste SAB de CV, Vitro SAB de CV and Weatherford International Ltd. He holds a degree in Economics from Universidad Nacional Autonoma de Mexico, as well as a Masters and Doctorate in Philosophy degree, both in Economics, from the Stanford University."
"MEXICHEM SAB de CV"," 							Fernando&nbsp;Ruiz Sahagun",null,2003,"                                 Independent Director"," 					 							Mr. Fernando Ruiz Sahagun serves as Independent Director of Mexichem, S.A.B. de C.V. since 2003. He has also served as Member of the Board of Directors of Bolsa Mexicana de Valores, S.A.B. de C.V., Elementia, S.A. de C.V., Fresnillo PLC, Grupo Cementos de Chihuahua, S.A.B. de C.V., Grupo Financiero Santander, S.A.B. de C.V., Grupo Palacio de Hierro, S.A.B. de C.V., Grupo Pochteca, S.A.B. de C.V., Kimberly Clark de México, S.A.B. de C.V., San Luis Corporación, S.A.B. de C.V., Arcelor Mittal México, S.A. de C.V., Arcelor Mittal Las Truchas, S.A. de C.V., Corporación Scribe, S.A.P.I. de C.V., S.D. Indeval, S.A. de C.V. He holds a degree in Public Accounting from Universidad Nacional Autonoma de Mexico."
"MEXICHEM SAB de CV"," 							Eduardo&nbsp;Tricio Haro",54,2008,"                                 Independent Director"," 					 							Eng. Eduardo Tricio Haro serves as Independent Director of Mexichem, S.A.B. de C.V. since 2008. Moreover, he serves as Board Member of Grupo Financiero Banamex, Telefonos de Mexico SAB de CV, Consorcio Aeromexico, Grupo Industrial Saltillo SAB de CV and Bolsa Mexicana de Valores SAB de CV. He also serves as Chairman of Grupo Lala y de Grupo Aeroméxico. He has also served as Board Member of various foundations and philanthropic organizations as the Children's Hospital of Mexico ""Federico OMEZ"" National Institute of Cancer, National Institute of Medical Sciences and Nutrition Salvador Zubirán, the Woodrow Wilson Institute, Mexicanos Primero, The Latin America Conservation Council of the Nature Conservancy y de US Mexico Foundation, among others. He holds a degree in Agricultural Engineering from Instituto Tecnologico y de Estudios Superiores de Monterrey."
"MEXICHEM SAB de CV"," 							Marcela&nbsp;Munoz Moheno",null,2016,"                                 IR Contact Officer"," 					 							"
"Michael Kors Holdings Limited"," 							John&nbsp;Idol",57,2011,"                                 Chairman of the Board, Chief Executive Officer"," 					 							Mr. John D. Idol serves as Chairman of the Board, Chief Executive Officer of Michael Kors Holdings Ltd. He has been the Chairman of the Board of Directors of the Company since September 2011 and the Chief Executive Officer and a director since December 2003. Previously, from July 2001 until July 2003, Mr. Idol served as Chairman and Chief Executive Officer and a director of Kasper ASL, Ltd., whose lines included the Anne Klein brand. Prior to that, from July 1997 until July 2001, Mr. Idol served as Chief Executive Officer and a director of Donna Karan International Inc. Prior thereto, from 1994 until 1997, Mr. Idol served as Ralph Lauren’s Group President and Chief Operating Officer of Product Licensing, Home Collection and Men’s Collection. As our Chief Executive Officer for almost 13 years, Mr. Idol has intimate knowledge of our business operations and strategy. Mr. Idol also has extensive knowledge of sales and marketing, product development, operations, finance and strategy based on his more than 30 years’ experience in the retail industry."
"Michael Kors Holdings Limited"," 							Michael&nbsp;Kors",56,null,"                                 Honorary Chairman, Chief Creative Officer"," 					 							Mr. Michael David Kors serves as Honorary Chairman, Chief Creative Officer of Michael Kors Holdings Ltd. Mr. Kors studied fashion design at the Fashion Institute of Technology in Manhattan and in 1981 created what has become an enduring and iconic luxury lifestyle empire with a distinctive point of view and global reach. He held his first runway show in 1984 for the Michael Kors fall collection and he has successfully built our Company into a global luxury lifestyle brand. Mr. Kors has been the recipient of numerous industry awards, including the CFDA Womenswear Designer of the Year in 1999 and Menswear Designer of the Year in 2003. Amongst his other accolades, Mr. Kors has also been awarded The Accessories Council ACE Award for Designer of the Year in 2006 and Fashion Group International’s Star Honoree at its annual Night of Stars Awards in 2009. In 2010, the CFDA acknowledged Mr. Kors with their most prestigious honor, the Lifetime Achievement Award. He also received the Award of Courage from the American Foundation for AIDS Research (amfAR) in 2011. In addition to all of these accomplishments, from 1998 to 2004 Mr. Kors also served as creative director of Celine, the French luxury brand. Mr. Kors has 35 years of experience in the fashion industry make him uniquely qualified to serve as a member of our Board of Directors."
"Michael Kors Holdings Limited"," 							Thomas&nbsp;Edwards",52,2017,"                                 Chief Financial Officer, Chief Operating Officer, Executive Vice President, Treasurer"," 					 							Mr. Thomas J. Edwards, Jr. serves as Executive Vice President, Chief Financial Officer, Chief Operating Officer, Treasurer of the Company. Mr. Edwards has extensive experience as a financial and operational leader. He joins the Company from Brinker International, Inc., a leading casual dining restaurant company, where he served as Executive Vice President and Chief Financial Officer since March 2015. Prior to that, he held numerous positions within finance at Wyndham Worldwide from 2007 to 2015, including having served as Executive Vice President and Chief Financial Officer of the Wyndham Hotel Group from March 2013 to March 2015. Mr. Edwards has also held a number of financial and operational leadership positions in the consumer goods industry, including as Vice President, Consumer Innovation and Marketing Services at Kraft Foods and Vice President, Finance at Nabisco Food Service Company."
"Michael Kors Holdings Limited"," 							Pascale&nbsp;Meyran",56,2014,"                                 Chief Human Resource Officer, Senior Vice President"," 					 							Ms. Pascale Meyran serves as Chief Human Resource Officer, Senior Vice President of Michael Kors Holdings Limited effective., September 15, 2014. Ms. Meyran has been with the Company since September 2014. Previously, Ms. Meyran was at S.C. Johnson & Son, where she held the position of Senior Vice President of Global Human Resources from 2010 until she joined the Company. Prior to her 20-year tenure at S.C. Johnson & Son, Ms. Meyran worked in a variety of human resources functions at General Electric."
"Michael Kors Holdings Limited"," 							Krista&nbsp;McDonough",null,2016,"                                 Senior Vice President, General Counsel"," 					 							Ms. Krista Ann McDonough has been appointed as Senior Vice President, General Counsel of the Company., October 1, 2016. Krista McDonough joined Michael Kors in 2011, and has been Deputy General Counsel since June 2015. Previously she was at Paul, Weiss, Rifkind, Wharton & Garrison LLP. She has a law degree from New York Law School."
"Michael Kors Holdings Limited"," 							Cathy&nbsp;Robinson",48,2015,"                                 Senior Vice President - Corporate Strategy, Chief Operations Officer"," 					 							Ms. Cathy Marie Robinson serves as Senior Vice President - Corporate Strategy, Chief Operations Officer of the Company. She has been with the Company since May 2014 (joining as Senior Vice President, Global Operations). Previously from 2012 to 2014, Ms. Robinson was Senior Vice President, Chief Logistics Officer at ToysRUs, and from 2010 to 2012, Ms. Robinson was the Senior Vice President, Supply, Logistics and Customer Experience at The Great Atlantic & Pacific Tea Company (A&P). Prior to that, from 2006 to 2010, she was Senior Vice President, Supply Chain at Smart & Final Stores LLC. Ms. Robinson began her career as a United States Army Logistics Officer and also held various logistics and operations positions at Wal-Mart Stores, Inc."
"Michael Kors Holdings Limited"," 							M. William&nbsp;Benedetto",75,2014,"                                 Lead Independent Director"," 					 							Mr. M. William Benedetto serves as Lead Independent Director of Michael Kors Holdings Ltd. Mr. Benedetto has been a director of the Company since December 2011 and Lead Director since July 2014. He serves as the Chair of our Audit Committee and is a member of our Compensation and Talent Committee and Governance and Nominating Committee. Mr. Benedetto is a co-founder and retired chairman emeritus of The Benedetto Gartland Group, a boutique investment bank founded in 1988 that specializes in raising equity capital for private equity firms and providing other investment banking services. From 1983 to 1988, Mr. Benedetto served as executive vice president, director and manager of Dean Witter Reynolds, Inc.’s Investment Banking Division. From 1980 to 1983, Mr. Benedetto served as head of corporate finance for Warburg, Paribas Becker, and previously Mr. Benedetto served as an executive in the financial services industry since 1978. Mr. Benedetto was lead director of Donna Karan International from 1996 to 2001 and chaired its audit and compensation committees. Mr. Benedetto was a member of the board of directors of Georgetown University, as well as the chairman of its board of regents until June 30, 2010, and is currently a director of FidelisCare, a non-for-profit healthcare insurance company."
"Michael Kors Holdings Limited"," 							Robin&nbsp;Freestone",58,2016,"                                 Independent Director"," 					 							Mr. Robin Anthony David Freestone serves as Independent Director of the Company. He is an esteemed FTSE 100 executive with significant experience across a broad array of international businesses. From 2006 through August 2015, Mr. Freestone was Chief Financial Officer of Pearson Plc, having previously served as Deputy Chief Financial Officer since 2004. Prior to that, he held a number of senior financial positions at Amersham plc from 2000 to 2004, Henkel Chemicals UK Ltd from 1995 to 2000 and ICI/Zeneca Agrochemicals Ltd (now Syngenta) from 1985 to 1995. He began his financial and accounting career at Touche Ross (now Deloitte). Currently, Mr. Freestone also serves as a non-executive director of Smith and Nephew plc and moneysupermarket.com."
"Michael Kors Holdings Limited"," 							Judy&nbsp;Gibbons",59,2012,"                                 Independent Director"," 					 							Ms. Judy Gibbons serves as Independent Director of Michael Kors Holdings Limited. She serves as a member of our Audit Committee and our Governance and Nominating Committee. From 2005 until 2010, Ms. Gibbons was employed by Accel Partners in Europe as a venture partner and board member, focusing primarily on early stage equity investments across mobile applications, digital advertising, e-commerce and social media. Prior to joining Accel Partners, Ms. Gibbons was Corporate Vice President at Microsoft where she spent ten years in international leadership roles in the company’s Internet division. Previously she has held senior positions at Apple Inc. and Hewlett Packard. Ms. Gibbons currently serves as a non-executive director of Hammerson plc and Guardian Media Group plc. She is also a director of Virgin Money Giving, a not-for-profit company within the Virgin Group. Ms. Gibbons has over 25 years’ experience in software, Internet, digital media, e-commerce and mobile technologies."
"Michael Kors Holdings Limited"," 							Ann&nbsp;Korologos",75,2013,"                                 Independent Director"," 					 							Ms. Ann McLaughlin Korologos serves as an Independent Director of Michael Kors Holdings Limited. She has been a director of the Company since March 2013. She serves as the Chair of our Governance and Nominating Committee and is a member of our Compensation and Talent Committee. Ms. Korologos is a former U.S. Secretary of Labor. She is Chairman Emeritus of The Aspen Institute, a nonprofit organization, and previously served as the Chairman of the Board of Trustees of the RAND Corporation from April 2004 to April 2009. Ms. Korologos has significant public company board experience and currently serves as a director of Kellogg Company, Host Hotels & Resorts, Inc. and Harman International Industries, Inc."
"Michael Kors Holdings Limited"," 							Stephen&nbsp;Reitman",68,2011,"                                 Independent Director"," 					 							Mr. Stephen F. Reitman serves as an Independent Director of Michael Kors Holdings Ltd. Mr. Reitman has been a director of the Company since December 2011. He serves as a member of our Audit Committee and Governance and Nominating Committee. Since June 2010, Mr. Reitman has been President of Reitmans (Canada) Limited, a specialty ladies’ wear retailer based in Canada, having previously served as Executive Vice President and Chief Operating Officer since 1984. Mr. Reitman currently serves on the board of directors of Reitmans and Simone Perele Canada Ltd., a wholly owned subsidiary of Simone Perele S.A."
"Michael Kors Holdings Limited"," 							Jane&nbsp;Thompson",44,2015,"                                 Independent Director"," 					 							Ms. Jane A. Thompson serves as Independent Director of the Company. She serves as a member of our Audit Committee, Compensation and Talent Committee and Governance and Nominating Committee. Ms. Thompson is currently Co-Founder and Director of The Fusion Labs, a UK-based digital marketing and e-commerce company, which operates a network of niche e-commerce sites. From 2007 to 2009, Ms. Thompson was Managing Director, International at IAC/InterActiveCorp, a leading interactive media and Internet company, and from 2003 to 2007, she held various senior roles at Match.com LLC, including as Senior Vice President and General Manager, North America. She also previously worked as a management consultant at Bain & Company in London. Ms. Thompson currently serves as a non-executive director of Pure Gym Ltd. and as a director of Listcorp.com. She holds a MBA from the Wharton School of the University of Pennsylvania. Ms. Thompson has over 10 years’ experience in e-commerce, digital marketing and technology."
"Michael Kors Holdings Limited"," 							Jean&nbsp;Tomlin",61,2013,"                                 Independent Director"," 					 							Ms. Jean Tomlin serves as Independent Director of Michael Kors Holdings Limited. She has been a director of the Company since March 2013. She serves as the Chair of our Compensation and Talent Committee and is a member of our Governance and Nominating Committee. From 2006 through the end of March 2013, Ms. Tomlin served as Director of Human Resources of the London Organising Committee of the Olympic and Paralympic Games. Previously, she was the Director of Human Resources of Marks & Spencer plc, a major British retailer. Ms. Tomlin also spent 15 years at Prudential plc and nine years at Ford Motor Company in the UK in various human resources management positions. Currently, Ms. Tomlin also serves as a director of J. Sainsbury plc, the UK’s third-largest food retailer and grocery store operator."
"Michael Kors Holdings Limited"," 							Jean&nbsp;Fontana",null,2015,"                                 IR Contact Officer"," 					 							"
"Morgan Stanley"," 							James&nbsp;Gorman",58,2012,"                                 Chairman of the Board, Chief Executive Officer"," 					 							Mr. James P. Gorman is the Chairman of the Board, Chief Executive Officer of Morgan Stanley. Mr. Gorman was President and CEO from January 2010 through December 2011. He was Co-President from December 2007 to December 2009, Co-Head of Strategic Planning from October 2007 to December 2009 and President and Chief Operating Officer of Wealth Management at Morgan Stanley from February 2006 to April 2008. Mr. Gorman joined Merrill Lynch & Co., Inc. (Merrill Lynch) in 1999 and served in various positions including Chief Marketing Officer, Head of Corporate Acquisitions Strategy and Research in 2005 and President of the Global Private Client business from 2002 to 2005. Prior to joining Merrill Lynch, he was a senior partner at McKinsey & Co., serving in the firm’s financial services practice. Earlier in his career, Mr. Gorman was an attorney in Australia. He was President and CEO from January 2010 through December 2011. As CEO of the Company, Mr. Gorman is a proven leader with an established record as a strategic thinker backed by strong operating, business development and execution skills and brings an extensive understanding of Morgan Stanley’s businesses and decades of financial services experience."
"Morgan Stanley"," 							Colm&nbsp;Kelleher",59,2016,"                                 President"," 					 							Mr. Colm Kelleher is President of Morgan Stanley. Mr. Kelleher was Executive Vice President (October 2007 to January 2016). President of Institutional Securities (January 2013 to January 2016). Head of International (January 2011 to January 2016). Co-President of Institutional Securities (January 2010 to December 2012). Chief Financial Officer and Co-Head of Strategic Planning (October 2007 to December 2009). Head of Global Capital Markets (February 2006 to October 2007). Co-Head of Fixed Income Europe (May 2004 to February 2006)."
"Morgan Stanley"," 							Jonathan&nbsp;Pruzan",48,2015,"                                 Chief Financial Officer, Executive Vice President"," 					 							Mr. Jonathan M. Pruzan is Chief Financial Officer, Executive Vice President of Morgan Stanley. Mr. Pruzan joined the as Chief Financial Officer of the Company. Mr. Pruzan, currently Co-Head of the Global Financial Institutions Group in Investment Banking, will be appointed CFO upon Ruth’s departure. Jon joined Morgan Stanley in 1994 and has spent more than 20 years at the Firm working with financial institution clients. He understands the current regulatory environment, having shepherded clients through the Fed’s stress test and CCAR processes. He brings both great technical skill and proven leadership to this new role. Jon has served on the Morgan Stanley/MUFG steering committee since 2013 and will continue to do so. He will join the Firm’s Operating Committee and Management Committee."
"Morgan Stanley"," 							Jeffrey&nbsp;Brodsky",52,2016,"                                 Chief Human Resource Officer, Executive Vice President"," 					 							Mr. Jeffrey S. Brodsky is Executive Vice President, Chief Human Resources Officer of Morgan Stanley. Mr. Brodsky was Vice President and Global Head of Human Resources (January 2011 to December 2015). Co-Head of Human Resources (January 2010 to December 2011). Head of Morgan Stanley Smith Barney Human Resources (June 2009 to January 2010)."
"Morgan Stanley"," 							Keishi&nbsp;Hotsuki",54,2014,"                                 Executive Vice President, Chief Risk Officer"," 					 							Mr. Keishi Hotsuki is an Executive Vice President, Chief Risk Officer of Morgan Stanley. Mr. Hotsuki was Interim Chief Risk Officer (January 2011 to May 2011) and Head of Market Risk Department (March 2008 to April 2014). Director of Mitsubishi UFJ Morgan Stanley Securities Co., Ltd. (since May 2010). Global Head of Market Risk Management at Merrill Lynch (June 2005 to September 2007)."
"Morgan Stanley"," 							Eric&nbsp;Grossman",50,2012,"                                 Executive Vice President, Chief Legal Officer"," 					 							Mr. Eric F. Grossman is Executive Vice President, Chief Legal Officer of the Company. Mr. Grossman was Global Head of Legal from September 2010 to January 2012. Global Head of Litigation (January 2006 to September 2010) and General Counsel of the Americas (May 2009 to September 2010). General Counsel of Wealth Management (November 2008 to September 2010). Partner at the law firm of Davis Polk & Wardwell LLP (June 2001 to December 2005)."
"Morgan Stanley"," 							Daniel&nbsp;Simkowitz",51,2015,"                                 Head of Investment Management"," 					 							Mr. Daniel A. Simkowitz is Head of Investment Management of Morgan Stanley. Mr. Simkowitz was Co-Head of Global Capital Markets (March 2013 to September 2015). Chairman of Global Capital Markets (November 2009 to March 2013). Managing Director in Global Capital Markets (December 2000 to November 2009)."
